auxco_id,question_id,question_index,entry_type,question_type,question_text_present,question_text_past,answer_id,answer_text,answer_id_combination,answer_kldb_id,answer_isco_id,corresponding_answer_level,last_question
1519,Q1519_1,1,question,aufsicht,"Ist ein wesentlicher Bestandteil ihrer Arbeit, andere Arbeitnehmer zu beaufsichtigen oder als Führungskraft strategische Entscheidungen für das Unternehmen zu treffen?","War ein wesentlicher Bestandteil ihrer Arbeit, andere Arbeitnehmer zu beaufsichtigen oder als Führungskraft strategische Entscheidungen für das Unternehmen zu treffen?","","","","","","",
1519,Q1519_1,1,answer_option,"","","",1,weder Führungs- noch Ausichtstätigkeit,"",11412,6221,isco_not_supervising,TRUE
1519,Q1519_1,1,answer_option,"","","",2,Aufsichtstätigkeit mit Verantwortung für untergeordnetes Personal,"",11493,6221,isco_supervisor,TRUE
1519,Q1519_1,1,answer_option,"","","",3,"Führungstätigkeit mit strategischer Entscheidungsbefugnis (z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen, oder zur Einstellung und Entlassung von Personal)","",11494,1312,isco_manager,TRUE
1520,Q1520_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Ingenieurwissenschaften erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Ingenieurwissenschaften erforderlich?,"","","","","","",
1520,Q1520_1,1,answer_option,"","","",1,Ja,"",11424,2132,isco_skill_level_4,TRUE
1520,Q1520_1,1,answer_option,"","","",2,Nein,"",11423,3141,isco_skill_level_3,TRUE
1705,Q1705_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1705,Q1705_1,1,answer_option,"","","",1,Ja,"",25184,2144,isco_skill_level_4,TRUE
1705,Q1705_1,1,answer_option,"","","",2,Nein,"",25183,3115,isco_skill_level_3,TRUE
1706,Q1706_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1706,Q1706_1,1,answer_option,"","","",1,Ja,"",25184,2144,isco_skill_level_4,TRUE
1706,Q1706_1,1,answer_option,"","","",2,Nein,"",25183,3115,isco_skill_level_3,TRUE
1709,Q1709_1,1,question,anforderungsniveau,"Sind Sie Beamte/r im einfachen, mittleren, gehobenen oder höheren Dienst?","Waren Sie Beamte/r im einfachen, mittleren, gehobenen oder höheren Dienst?","","","","","","",
1709,Q1709_1,1,answer_option,"","","",1,im einfachen Dienst oder vergleichbar,"",27182,3119,isco_skill_level_2,TRUE
1709,Q1709_1,1,answer_option,"","","",2,im mittleren Dienst oder vergleichbar,"",27182,3119,isco_skill_level_2,TRUE
1709,Q1709_1,1,answer_option,"","","",3,im gehobenen Dienst oder vergleichbar,"",27183,3119,isco_skill_level_3,TRUE
1709,Q1709_1,1,answer_option,"","","",4,im höheren Dienst oder vergleichbar,"",27184,2149,isco_skill_level_4,TRUE
1710,Q1710_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1710,Q1710_1,1,answer_option,"","","",1,Ja,"",11294,1311,isco_manager,TRUE
1710,Q1710_1,1,answer_option,"","","",2,Nein,"",11293,6129,isco_supervisor,FALSE
1710,Q1710_2,2,question,sonstige,Über die Zucht welcher Tiere führen Sie Aufsicht?,Über die Zucht welcher Tiere haben Sie Aufsicht geführt?,"","","","","","",
1710,Q1710_2,2,answer_option,"","","",1,Über die Zucht von Geflügeltieren,"",11293,6122,"",TRUE
1710,Q1710_2,2,answer_option,"","","",2,Über die Zucht von Nutztieren,"",11293,6121,"",TRUE
1710,Q1710_2,2,answer_option,"","","",3,Über die Zucht von Bienen,"",11293,6123,"",TRUE
1710,Q1710_2,2,answer_option,"","","",4,Über die Zucht anderer Tiere,"",11293,6129,"",TRUE
1711,Q1711_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1711,Q1711_1,1,answer_option,"","","",1,Ja,"",11394,1311,isco_manager,TRUE
1711,Q1711_1,1,answer_option,"","","",2,Nein,"",11393,6121,isco_supervisor,FALSE
1711,Q1711_2,2,question,spezialisierung,In welchem Bereich sind Sie vorwiegend tätig?,In welchem Bereich waren Sie vorwiegend tätig?,"","","","","","",
1711,Q1711_2,2,answer_option,"","","",1,Pferdeversorgung und Administratives - z.B. Sicherstellen von Futter,"",11393,6121,"",TRUE
1711,Q1711_2,2,answer_option,"","","",2,Pferdezucht und -haltung - z.B. Zuchtpläne erstellen,"",11393,3142,"",TRUE
1711,Q1711_2,2,answer_option,"","","",3,Ausbildung und Pflege der Pferde - z.B. Pferde auf Tauglichkeit untersuchen,"",11393,5164,"",TRUE
1711,Q1711_2,2,answer_option,"","","",4,Ausbildung von Reitern - z.B. Koordination und Durchführung von Reitkursen,"",11393,3423,"",TRUE
1711,Q1711_2,2,answer_option,"","","",5,Mehr als ein Aufgabenbereich trifft zu,"",11393,6121,"",TRUE
1712,Q1712_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1712,Q1712_1,1,answer_option,"","","",1,Ja,"",11594,1439,isco_manager,TRUE
1712,Q1712_1,1,answer_option,"","","",2,Nein,"",11593,5164,isco_supervisor,TRUE
1713,Q1713_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1713,Q1713_1,1,answer_option,"","","",1,Ja,"",12194,1311,isco_manager,TRUE
1713,Q1713_1,1,answer_option,"","","",2,Nein,"",12193,6113,isco_supervisor,FALSE
1713,Q1713_2,2,question,sonstige,Mit der Zucht welcher Art von Pflanzen befassen Sie sich hauptsächlich?,Mit der Zucht welcher Art von Pflanzen haben Sie sich hauptsächlich befasst?,"","","","","","",
1713,Q1713_2,2,answer_option,"","","",1, Mit der Zucht von Bäumen und Sträuchern,"",12193,6112,"",TRUE
1713,Q1713_2,2,answer_option,"","","",2,Mit der Zucht von Gemüse und Obst,"",12193,6111,"",TRUE
1713,Q1713_2,2,answer_option,"","","",3,Keine der anderen Antworten trifft zu,"",12193,6113,"",TRUE
1714,Q1714_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1714,Q1714_1,1,answer_option,"","","",1,Ja,"",12294,1321,isco_manager,TRUE
1714,Q1714_1,1,answer_option,"","","",2,Nein,"",12293,3122,isco_supervisor,TRUE
1715,Q1715_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1715,Q1715_1,1,answer_option,"","","",1,Ja,"",11494,1312,isco_manager,TRUE
1715,Q1715_1,1,answer_option,"","","",2,Nein,"",11493,6223,isco_supervisor,FALSE
1715,Q1715_2,2,question,spezialisierung,In welchem Bereich sind Sie vorwiegend tätig? ,In welchem Bereich waren Sie vorwiegend tätig? ,"","","","","","",
1715,Q1715_2,2,answer_option,"","","",1,In der Aquakultur,"",11493,6221,"",TRUE
1715,Q1715_2,2,answer_option,"","","",2,In der Binnen- und Küstenfischerei,"",11493,6222,"",TRUE
1715,Q1715_2,2,answer_option,"","","",3,In der Hochseefischerei,"",11493,6223,"",TRUE
1716,Q1716_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1716,Q1716_1,1,answer_option,"","","",1,Ja,"",22104,2145,isco_skill_level_4,TRUE
1716,Q1716_1,1,answer_option,"","","",2,Nein,"",22103,3116,isco_skill_level_3,TRUE
1717,Q1717_1,1,question,aufsicht,"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?","","","","","","",
1717,Q1717_1,1,answer_option,"","","",1,Ja,"",22394,1321,isco_manager,TRUE
1717,Q1717_1,1,answer_option,"","","",2,Nein,"",22393,3122,isco_supervisor,TRUE
1718,Q1718_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1718,Q1718_1,1,answer_option,"","","",1,Ja,"",23414,2149,isco_skill_level_4,TRUE
1718,Q1718_1,1,answer_option,"","","",2,Nein,"",23413,3119,isco_skill_level_3,TRUE
1719,Q1719_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1719,Q1719_1,1,answer_option,"","","",1,Ja,"",24114,2146,isco_skill_level_4,TRUE
1719,Q1719_1,1,answer_option,"","","",2,Nein,"",24113,3135,isco_skill_level_3,TRUE
1720,Q1720_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1720,Q1720_1,1,answer_option,"","","",1,Ja,"",24424,2144,isco_skill_level_4,TRUE
1720,Q1720_1,1,answer_option,"","","",2,Nein,"",24423,3115,isco_skill_level_3,TRUE
1721,Q1721_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?,"","","","","","",
1721,Q1721_1,1,answer_option,"","","",1,Nein,"",24532,7311,isco_skill_level_2,TRUE
1721,Q1721_1,1,answer_option,"","","",2,Ja,"",24533,7311,isco_skill_level_3,TRUE
1722,Q1722_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Maschinenbau erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Maschinenbau erforderlich?,"","","","","","",
1722,Q1722_1,1,answer_option,"","","",1,Ja,"",25104,2144,isco_skill_level_4,TRUE
1722,Q1722_1,1,answer_option,"","","",2,Nein,"",25103,3115,isco_skill_level_3,TRUE
1723,Q1723_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1723,Q1723_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",25132,7412,isco_skill_level_2,TRUE
1723,Q1723_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",25133,3115,isco_skill_level_3,TRUE
1723,Q1723_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium,"",25133,3115,isco_skill_level_3,TRUE
1723,Q1723_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium,"",25134,2144,isco_skill_level_4,TRUE
1724,Q1724_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1724,Q1724_1,1,answer_option,"","","",1,Ja,"",25184,2144,isco_skill_level_4,TRUE
1724,Q1724_1,1,answer_option,"","","",2,Nein,"",25183,3115,isco_skill_level_3,TRUE
1725,Q1725_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1725,Q1725_1,1,answer_option,"","","",1,Ja,"",25224,2144,isco_skill_level_4,TRUE
1725,Q1725_1,1,answer_option,"","","",2,Nein,"",25223,3115,isco_skill_level_3,TRUE
1726,Q1726_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1726,Q1726_1,1,answer_option,"","","",1,Ja,"",25234,2144,isco_skill_level_4,TRUE
1726,Q1726_1,1,answer_option,"","","",2,Nein,"",25233,3115,isco_skill_level_3,TRUE
1727,Q1727_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1727,Q1727_1,1,answer_option,"","","",1,Ja,"",25244,2144,isco_skill_level_4,TRUE
1727,Q1727_1,1,answer_option,"","","",2,Nein,"",25243,3115,isco_skill_level_3,TRUE
1728,Q1728_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1728,Q1728_1,1,answer_option,"","","",1,Ja,"",25254,2144,isco_skill_level_4,TRUE
1728,Q1728_1,1,answer_option,"","","",2,Nein,"",25253,3115,isco_skill_level_3,TRUE
1729,Q1729_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1729,Q1729_1,1,answer_option,"","","",1,Ja,"",26114,2151,isco_skill_level_4,TRUE
1729,Q1729_1,1,answer_option,"","","",2,Nein,"",26113,3113,isco_skill_level_3,TRUE
1730,Q1730_1,1,question,anforderungsniveau,Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,"","","","","","",
1730,Q1730_1,1,answer_option,"","","",1,eine abgeschlossene Berufsausbildung,"",26122,7421,isco_skill_level_2,TRUE
1730,Q1730_1,1,answer_option,"","","",2,eine berufliche Weiterbildung mit Mindestdauer von 18 Monaten,"",26123,3113,isco_skill_level_3,TRUE
1730,Q1730_1,1,answer_option,"","","",3,ein abgeschlossenes Bachelorstudium im Bereich Automatisierungstechnik,"",26123,3113,isco_skill_level_3,TRUE
1730,Q1730_1,1,answer_option,"","","",4,ein abgeschlossenes Masterstudium im Bereich Automatisierungstechnik,"",26124,2152,isco_skill_level_4,TRUE
1731,Q1731_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1731,Q1731_1,1,answer_option,"","","",1,Ja,"",26244,2151,isco_skill_level_4,TRUE
1731,Q1731_1,1,answer_option,"","","",2,Nein,"",26243,3113,isco_skill_level_3,TRUE
1732,Q1732_1,1,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1732,Q1732_1,1,answer_option,"","","",1,Ja,"",26264,2151,isco_skill_level_4,TRUE
1732,Q1732_1,1,answer_option,"","","",2,Nein,"",26263,3113,isco_skill_level_3,TRUE
1733,Q1733_1,1,question,spezialisierung,Liegt der Schwerpunkt Ihrer Arbeit im Bereich Elektrotechnik oder im Bereich Elektronik?,Lag der Schwerpunkt Ihrer Arbeit im Bereich Elektrotechnik oder im Bereich Elektronik?,"","","","","","",
1733,Q1733_1,1,answer_option,"","","",1,Elektrotechnik,"","","","",FALSE
1733,Q1733_1,1,answer_option,"","","",2,Elektronik,"","","","",FALSE
1733,Q1733_2,2,question,anforderungsniveau,Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?,"","","","","","",
1733,Q1733_2,2,answer_option,"","","",1,Ja,"","","",isco_skill_level_4,TRUE
1733,Q1733_2,2,answer_option,"","","",2,Nein,"","","",isco_skill_level_3,TRUE
1733,,,aggregated_answer_encoding,"","","","","",Q1733_1=1&Q1733_2=1,26304,2151,"",
1733,,,aggregated_answer_encoding,"","","","","",Q1733_1=1&Q1733_2=2,26303,3113,"",
1733,,,aggregated_answer_encoding,"","","","","",Q1733_1=2&Q1733_2=1,26304,2152,"",
1733,,,aggregated_answer_encoding,"","","","","",Q1733_1=2&Q1733_2=2,26303,3114,"",
