auxco_id,title,similar_auxco_id,similar_title,similarity,default_kldb_id
1712,Tierpflegemeister/in,1710,Tierwirtschaftsmeister/in,hoch,11593
1712,Tierpflegemeister/in,1711,Pferdewirtschaftsmeister/in,hoch,11593
1712,Tierpflegemeister/in,1851,Landwirtschaftliche/r Betriebsleiter/in,mittel,11593
9200,Winzer/in,1060,Gärtner/in - Obstbau,hoch,11602
9200,Winzer/in,1012,Landwirt/in,hoch,11602
9200,Winzer/in,9008,Weinküfer/in,mittel,11602
9200,Winzer/in,9201,Weinbauberater/in,mittel,11602
9201,Weinbauberater/in,1014,Landwirtschaftsberater/in,hoch,11603
9201,Weinbauberater/in,9200,Winzer/in,mittel,11603
9201,Weinbauberater/in,9202,Weinbergsverwalter/in,mittel,11603
9201,Weinbauberater/in,1056,Gartenbauingenieur/in,mittel,11603
9202,Weinbergsverwalter/in,1851,Landwirtschaftliche/r Betriebsleiter/in,hoch,11694
9202,Weinbergsverwalter/in,1713,Gärtnermeister/in,mittel,11694
9202,Weinbergsverwalter/in,9200,Winzer/in,mittel,11694
9202,Weinbergsverwalter/in,9201,Weinbauberater/in,mittel,11694
9203,Forstwirt/in,9204,"Pflege und Erhalt von Naturschutgebieten, Kulturlandschaften oder Erholungsgebieten",hoch,11712
9203,Forstwirt/in,9207,Forstverwalter/in,mittel,11712
9203,Forstwirt/in,1062,"Baumschul-, Stauden-, Zierpflanzengärtner/in",mittel,11712
9203,Forstwirt/in,5054,Land- und forstwirtschaftliche/r Maschinenführer/in,hoch,11712
9203,Forstwirt/in,1066,Landschaftsgärtner/in,mittel,11712
9204,Natur- und Landschaftspfleger/in,9203,Pflege und Bewirtschaftung von Wäldern,hoch,11723
9204,Natur- und Landschaftspfleger/in,1066,Landschaftsgärtner/in,mittel,11723
9204,Natur- und Landschaftspfleger/in,9207,Forstverwalter/in,mittel,11723
9204,Natur- und Landschaftspfleger/in,1054,Gärtner/in,mittel,11723
9204,Natur- und Landschaftspfleger/in,1056,Gartenbauingenieur/in,mittel,11723
9205,Berufsjäger/in,1047,Tierpfleger/in,mittel,11732
9206,Pflanzensammler/in,1059,Gärtner/in - Gemüsebau,mittel,11742
9207,Forstverwalter/in,9203,Forstwirt/in,mittel,11793
9207,Forstverwalter/in,9204,Natur- und Landschaftspfleger/in,mittel,11793
1053,Gartenbauhelfer/in,1054,Gärtner/in,hoch,12101
1053,Gartenbauhelfer/in,1055,Gartenbautechniker/in,mittel,12101
1054,Gärtner/in,1053,Gartenbauhelfer/in,hoch,12102
1054,Gärtner/in,1055,Gartenbautechniker/in,hoch,12102
1054,Gärtner/in,9200,Winzer/in,mittel,12102
1054,Gärtner/in,1064,Florist/in,hoch,12102
1055,Gartenbautechniker/in,1054,Gärtner/in,hoch,12103
1055,Gartenbautechniker/in,1056,Gartenbauingenieur/in,hoch,12103
1055,Gartenbautechniker/in,1713,Gärtnermeister/in,mittel,12103
1056,Gartenbauingenieur/in,1055,Gartenbautechniker/in,hoch,12104
1056,Gartenbauingenieur/in,1015,Agraringenieur/in,mittel,12104
1056,Gartenbauingenieur/in,1067,Landschaftsarchitekt/in,mittel,12104
1056,Gartenbauingenieur/in,9204,Natur- und Landschaftspfleger/in,mittel,12104
1056,Gartenbauingenieur/in,1713,Gärtnermeister/in,mittel,12104
1059,Gärtner/in - Gemüsebau,1060,Gärtner/in - Obstbau,hoch,12112
1059,Gärtner/in - Gemüsebau,1061,Fachberater/in - Obst- und Gemüseanbau,hoch,12112
1059,Gärtner/in - Gemüsebau,1054,Gärtner/in,hoch,12112
1059,Gärtner/in - Gemüsebau,1053,Gartenbauhelfer/in,mittel,12112
1060,Gärtner/in - Obstbau,1059,Gärtner/in - Gemüsebau,hoch,12112
1060,Gärtner/in - Obstbau,1061,Fachberater/in - Obst- und Gemüseanbau,hoch,12112
1060,Gärtner/in - Obstbau,1054,Gärtner/in,hoch,12112
1060,Gärtner/in - Obstbau,1053,Gartenbauhelfer/in,mittel,12112
1061,Fachberater/in - Obst- und Gemüseanbau,1059,Gärtner/in - Gemüsebau,hoch,12113
1061,Fachberater/in - Obst- und Gemüseanbau,1060,Gärtner/in - Obstbau,hoch,12113
1061,Fachberater/in - Obst- und Gemüseanbau,1055,Gartenbautechniker/in,mittel,12113
1061,Fachberater/in - Obst- und Gemüseanbau,1056,Gartenbauingenieur/in,mittel,12113
1062,"Baumschul-, Stauden-, Zierpflanzengärtner/in",1063,Fachberater/in - Pflanzen und Saatgut,hoch,12122
1062,"Baumschul-, Stauden-, Zierpflanzengärtner/in",1054,Gärtner/in,hoch,12122
1062,"Baumschul-, Stauden-, Zierpflanzengärtner/in",1066,Landschaftsgärtner/in,mittel,12122
1062,"Baumschul-, Stauden-, Zierpflanzengärtner/in",1064,Florist/in,hoch,12122
1063,Fachberater/in - Pflanzen und Saatgut,1062,"Baumschul-, Stauden- und Zierpflanzengärtner/in",hoch,12123
1063,Fachberater/in - Pflanzen und Saatgut,1055,Gartenbautechniker/in,hoch,12123
1063,Fachberater/in - Pflanzen und Saatgut,1054,Gärtner/in,mittel,12123
1057,Friedhofsgärtner/in,1064,Florist/in,hoch,12132
1057,Friedhofsgärtner/in,1054,Gärtner/in,mittel,12132
1058,Gartenbautechniker/in - Friedhofsgärtnerei,1057,Friedhofsgärtner/in,hoch,12133
1058,Gartenbautechniker/in - Friedhofsgärtnerei,1054,Gärtner/in,hoch,12133
1058,Gartenbautechniker/in - Friedhofsgärtnerei,1055,Gartenbautechniker/in,mittel,12133
1066,Landschaftsgärtner/in,1054,Gärtner/in,hoch,12142
1066,Landschaftsgärtner/in,1067,Landschaftsarchitekt/in,mittel,12142
1066,Landschaftsgärtner/in,1062,"Baumschul-, Stauden-, Zierpflanzengärtner/in",hoch,12142
1066,Landschaftsgärtner/in,1063,Fachberater/in - Pflanzen und Saatgu,hoch,12142
1066,Landschaftsgärtner/in,1055,Gartenbautechniker/in,mittel,12142
1067,Landschaftsarchitekt/in,1066,Landschaftsgärtner/in,hoch,12144
1067,Landschaftsarchitekt/in,5260,Vermessungstechniker/in oder -ingeneur/in,mittel,12144
1067,Landschaftsarchitekt/in,9204,Natur- und Landschaftspfleger/in,hoch,12144
1067,Landschaftsarchitekt/in,5279,Ingenieur/in - Stadt- und Regionalplanung,mittel,12144
1067,Landschaftsarchitekt/in,1056,Gartenbauingenieur/in,mittel,12144
1713,Gärtnermeister/in,1055,Gartenbautechniker/in,hoch,12193
1713,Gärtnermeister/in,1062,"Baumschul-, Stauden-, Zierpflanzengärtner/in",hoch,12193
1713,Gärtnermeister/in,1851,Landwirtschaftliche/r Betriebsleiter/in,mittel,12193
1713,Gärtnermeister/in,1054,Gärtner/in,mittel,12193
1713,Gärtnermeister/in,1713,Gärtnermeister/in,hoch,12193
1713,Gärtnermeister/in,1056,Gartenbauingenieur/in,mittel,12193
1064,Florist/in,1065,Gestalter/in - Blumenkunst,hoch,12202
1065,Gestalter/in - Blumenkunst,1064,Florist/in,hoch,12203
1065,Gestalter/in - Blumenkunst,1714,Floristikmeister/in,hoch,12203
1714,Floristikmeister/in,1064,Florist/in,hoch,12293
1714,Floristikmeister/in,1851,Landwirtschaftliche/r Betriebsleiter/in,hoch,12293
9208,Bergmann/-frau,1751,"Helfer/in - Mineralgewinnung, -aufbereitung",hoch,21112
9208,Bergmann/-frau,9212,Kohleaufbereiter/in,mittel,21112
9208,Bergmann/-frau,9210,Sprengbeauftragte/r,mittel,21112
9208,Bergmann/-frau,9211,Leiter/in - Berg- und Tagebau,hoch,21112
9208,Bergmann/-frau,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",mittel,21112
9208,Bergmann/-frau,1754,Tunnelbautechniker/in,mittel,21112
9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",9211,Leiter/in - Berg- und Tagebau,mittel,21112
9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",9208,Bergmann/-frau,mittel,21112
9210,Sprengbeauftragte/r,9208,Bergmann/-frau,mittel,21123
9210,Sprengbeauftragte/r,9211,Leiter/in - Berg- und Tagebau,mittel,21123
9210,Sprengbeauftragte/r,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",mittel,21123
9210,Sprengbeauftragte/r,5284,Bauwerksmechaniker/in - Abbruch und Betontrenntechnik,mittel,21123
9211,Leiter/in - Berg- und Tagebau,9210,Sprengbeauftragte/r,mittel,21193
9211,Leiter/in - Berg- und Tagebau,9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",mittel,21193
9211,Leiter/in - Berg- und Tagebau,9208,Bergmann/-frau,mittel,21193
1751,"Helfer/in - Mineralgewinnung, -aufbereitung",9208,Bergmann/-frau,hoch,21201
1751,"Helfer/in - Mineralgewinnung, -aufbereitung",9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",mittel,21201
1751,"Helfer/in - Mineralgewinnung, -aufbereitung",9217,Leiter/in - Baustoffherstellung,mittel,21201
1751,"Helfer/in - Mineralgewinnung, -aufbereitung",9218,Steinmetzmeister/in,mittel,21201
1751,"Helfer/in - Mineralgewinnung, -aufbereitung",9219,Leiter/in - Gestein- und Mineralienaufbereitung,mittel,21201
1752,Helfer/in - Rohkohlenaufbereitung,9208,Bergmann/-frau,mittel,21201
1753,Helfer/in - Baustoffherstellung,9217,Leiter/in - Baustoffherstellung,mittel,21201
1753,Helfer/in - Baustoffherstellung,9208,Bergmann/-frau,mittel,21201
9212,Kohleaufbereiter/in,9213,Aufbereitungsmechaniker/in,hoch,21212
9212,Kohleaufbereiter/in,9208,Bergmann/-frau,mittel,21212
9212,Kohleaufbereiter/in,1752,Helfer/in - Rohkohlenaufbereitung,hoch,21212
9213,Aufbereitungsmechaniker/in,9212,Kohleaufbereiter/in,hoch,21212
9213,Aufbereitungsmechaniker/in,9216,Steinmetz/in,mittel,21212
9213,Aufbereitungsmechaniker/in,9208,Bergmann/-frau,mittel,21212
9213,Aufbereitungsmechaniker/in,1751,"Helfer/in - Mineralgewinnung, -aufbereitung",hoch,21212
9214,Arbeiter/in bei Herstellung von Baustoffen,9213,Aufbereitungsmechaniker/in,hoch,21222
9214,Arbeiter/in bei Herstellung von Baustoffen,9215,Baustofftechniker/in,hoch,21222
9214,Arbeiter/in bei Herstellung von Baustoffen,1753,Helfer/in - Baustoffherstellung,hoch,21222
9215,Baustofftechniker/in,1795,Baustoffprüfer/in,hoch,21223
9215,Baustofftechniker/in,1794,Werkstoffprüfer/in,hoch,21223
9215,Baustofftechniker/in,9217,Leiter/in - Baustoffherstellung,mittel,21223
9215,Baustofftechniker/in,9214,Arbeiter/in bei Herstellung von Baustoffen,mittel,21223
9216,Steinmetz/in,5129,Bildhauer/in,hoch,21232
9216,Steinmetz/in,5132,Skulpturenrestaurator/in,mittel,21232
9216,Steinmetz/in,1839,Produkt- und Industriedesigner/in,mittel,21232
9216,Steinmetz/in,5263,Restaurator/in - Maurerhandwerk,mittel,21232
9217,Leiter/in - Baustoffherstellung,9214,Arbeiter/in bei Herstellung von Baustoffeng,hoch,21293
9217,Leiter/in - Baustoffherstellung,9213,Aufbereitungsmechaniker/in,mittel,21293
9218,Steinmetzmeister/in,9216,Steinmetz/in,hoch,21293
9218,Steinmetzmeister/in,5141,Kunsthandwerksmeister/in,hoch,21293
9219,Leiter/in - Gestein- und Mineralienaufbereitung,9212,Kohleaufbereiter/in,mittel,21293
9219,Leiter/in - Gestein- und Mineralienaufbereitung,9216,Steinmetz/in,mittel,21293
9220,Glasmacher/in,9221,Glasmaschinenführer/in,hoch,21312
9220,Glasmacher/in,5145,Glasbläser/in,hoch,21312
9220,Glasmacher/in,9228,Glasveredler/in,mittel,21312
9220,Glasmacher/in,9223,Glasapparatebauer/in,mittel,21312
9220,Glasmacher/in,9222,Glashüttentechniker/in,mittel,21312
9220,Glasmacher/in,3017,Glaser/in,mittel,21312
9221,Glasmaschinenführer/in,9220,Glasmacher/in,hoch,21312
9221,Glasmaschinenführer/in,9223,Glasapparatebauer/in,hoch,21312
9221,Glasmaschinenführer/in,9227,Flachglasmechaniker/in,hoch,21312
9221,Glasmaschinenführer/in,9228,Glasveredler/in,hoch,21312
9221,Glasmaschinenführer/in,9222,Glashüttentechniker/in,mittel,21312
9221,Glasmaschinenführer/in,5145,Glasbläser/in,mittel,21312
9222,Glashüttentechniker/in,9221,Glasmaschinenführer/in,hoch,21313
9222,Glashüttentechniker/in,9230,Leiter/in - Glasherstellung,hoch,21313
9222,Glashüttentechniker/in,9223,Glasapparatebauer/in,mittel,21313
9222,Glashüttentechniker/in,5145,Glasbläser/in,mittel,21313
9222,Glashüttentechniker/in,9220,Glasmacher/in,mittel,21313
9223,Glasapparatebauer/in,9224,Thermometermacher/in,hoch,21322
9223,Glasapparatebauer/in,5146,Glasdesigner/in,hoch,21322
9223,Glasapparatebauer/in,9222,Glashüttentechniker/in,hoch,21322
9223,Glasapparatebauer/in,9230,Leiter/in - Glasherstellung,mittel,21322
9223,Glasapparatebauer/in,5145,Glasbläser/in,mittel,21322
9223,Glasapparatebauer/in,9220,Glasmacher/in,mittel,21322
9225,Leuchtröhrenglasbläser/in,9223,Glasapparatebauer/in,mittel,21332
9225,Leuchtröhrenglasbläser/in,9221,Glasmaschinenführer/in,mittel,21332
9225,Leuchtröhrenglasbläser/in,9224,Thermometermacher/in,mittel,21332
9226,Glasgraveur/in,3017,Glaser/in,mittel,21342
9226,Glasgraveur/in,5144,Glas- und Porzellanmaler/in,hoch,21342
9226,Glasgraveur/in,5145,Glasbläser/in,hoch,21342
9226,Glasgraveur/in,9227,Flachglasmechaniker/in,mittel,21342
9227,Flachglasmechaniker/in,9228,Glasverdler/in,hoch,21342
9227,Flachglasmechaniker/in,3017,Glaser/in,mittel,21342
9227,Flachglasmechaniker/in,9221,Glasmaschinenführer/in,mittel,21342
9227,Flachglasmechaniker/in,9229,Feinoptiker/in,mittel,21342
9228,Glasveredler/in,9227,Flachglasmacher/in,hoch,21342
9228,Glasveredler/in,9221,Glasmaschinenführer/in,mittel,21342
9228,Glasveredler/in,9229,Feinoptiker/in,mittel,21342
9224,Thermometermacher/in,9223,Glasapparatebauer/in,hoch,21352
9224,Thermometermacher/in,9221,Glasmaschinenführer/in,hoch,21352
9224,Thermometermacher/in,9220,Glasmacher/in,mittel,21352
9229,Feinoptiker/in,7097,Augenoptiker/in,hoch,21362
9229,Feinoptiker/in,9227,Flachglasmechaniker/in,mittel,21362
9229,Feinoptiker/in,9230,Leiter/in - Glasherstellung,mittel,21362
9230,Leiter/in - Glasherstellung,1832,Augenoptikermeister/in,mittel,21393
9230,Leiter/in - Glasherstellung,9229,Feinoptiker/in,mittel,21393
9230,Leiter/in - Glasherstellung,9222,Glashüttentechniker/in,mittel,21393
9231,Industriekeramiker/in,5142,Keramiker/in,hoch,21412
9231,Industriekeramiker/in,5144,Glas- und Porzellanmaler/in,mittel,21412
9231,Industriekeramiker/in,9233,Leiter/in - Keramikfabrik,mittel,21412
9232,Keramikmodelleur/in,9231,Industriekeramiker/in,mittel,21422
9232,Keramikmodelleur/in,9233,Leiter/in - Keramikfabrik,mittel,21422
9232,Keramikmodelleur/in,5142,Keramiker/in,mittel,21422
9233,Leiter/in - Keramikfabrik,9231,Industriekeramiker/in,mittel,21493
5177,Produktionshelfer/in – Kunststoff und Kautschuk,5178,Verfahrensmechaniker/in - Kunststofftechnik,hoch,22101
5177,Produktionshelfer/in – Kunststoff und Kautschuk,5179,Gummiverarbeiter/in,mittel,22101
5178,Verfahrensmechaniker/in - Kunststofftechnik,5177,Produktionshelfer/in – Kunststoff und Kautschuk,hoch,22102
5178,Verfahrensmechaniker/in - Kunststofftechnik,1716,Techniker/in - Kunststoff- und Kautschuktechnik,mittel,22102
5178,Verfahrensmechaniker/in - Kunststofftechnik,5179,Gummiverarbeiter/in,mittel,22102
5179,Verfahrensmechaniker/in - Kautschuktechnik,5177,Produktionshelfer/in – Kunststoff und Kautschuk,hoch,22102
5179,Verfahrensmechaniker/in - Kautschuktechnik,1716,Techniker/in - Kunststoff- und Kautschuktechnik,mittel,22102
5179,Verfahrensmechaniker/in - Kautschuktechnik,5183,Mechaniker/in - Reifen und Vulkanisation,mittel,22102
5179,Verfahrensmechaniker/in - Kautschuktechnik,5178,Verfahrensmechaniker/in - Kunststofftechnik,hoch,22102
1716,Techniker/in - Kunststoff- und Kautschuktechnik,5178,Verfahrensmechaniker/in - Kunststofftechnik,hoch,22103
1716,Techniker/in - Kunststoff- und Kautschuktechnik,1716,Techniker/in - Kunststoff- und Kautschuktechnik,hoch,22103
1716,Techniker/in - Kunststoff- und Kautschuktechnik,1722,Maschinenbauingenieur/in,hoch,22103
1716,Techniker/in - Kunststoff- und Kautschuktechnik,4022,Werkstofftechnik-Ingenieur/in,hoch,22103
1716,Techniker/in - Kunststoff- und Kautschuktechnik,5184,Industriemeister/in - Kunststoff und Kautschuk,mittel,22103
5183,Mechaniker/in - Reifen und Vulkanisation,5179,Verfahrensmechaniker/in - Kautschuktechnik,hoch,22112
5184,Industriemeister/in - Kunststoff und Kautschuk,1716,Techniker/in - Kunststoff- und Kautschuktechnik,mittel,22193
5185,Lackiererhelfer/in,5186,Lackierer/in,hoch,22201
5186,Lackierer/in,5185,Lackiererhelfer/in,hoch,22202
5186,Lackierer/in,5189,Fahrzeuglackierer/in,hoch,22202
5186,Lackierer/in,5187,Farb- und Lacktechniker/in,mittel,22202
5186,Lackierer/in,3023,Maler/in und Lackierer/in,hoch,22202
5187,Farb- und Lacktechniker/in,5186,Lackierer/in,mittel,22203
5187,Farb- und Lacktechniker/in,5188,Farb- und Lackingenieur/in,hoch,22203
